error,error_type,time,memory
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a); ^~~~~~~~~~~~~~ 19cse102cseep1c.c:7:1: ",WA,0.15372399499999997,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;c); ^~~~~~~~~~~~~~ ",WA,0.15372399499999997,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n) ; ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",AC,0.028247914,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]) ; ^~~~~~~~~~~~~~~~~ ",AC,0.028247914,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n) ; ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:9: ",AC,0.030904893000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]) ; ^~~~~~~~~~~~~~~~~ ",AC,0.030904893000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:9:9: ",AC,0.032036072,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.032036072,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:9:9: ",AC,0.028925496000000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.028925496000000002,780
" format '%d' expects argument of type 'int *', but argument 2 has type 'int (*)[(sizetype)(n)]' [-Wformat=] scanf(""%d"",&amp;b); ~^ ~~ 19cse102cie05c.c:15:22: ",WA,0.028287443000000002,780
" format '%d' expects argument of type 'int', but argument 2 has type 'int *' [-Wformat=] printf(""%d"", b); ~^ ~ %ls 19cse102cie05c.c:4:9: ",WA,0.028287443000000002,780
" unused variable 'a' [-Wunused-variable] int a,n,i; ^ 19cse102cie05c.c:6:5: ",WA,0.028287443000000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:11:13: ",WA,0.028287443000000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;b); ^~~~~~~~~~~~~~ ",WA,0.028287443000000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",AC,0.02944451,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.02944451,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:9: ",WA,0.032069304,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.032069304,780
" format '%d' expects argument of type 'int *', but argument 2 has type 'int' [-Wformat=] scanf(""%d"",n); ~^ 19cse102cie05c.c:6:5: ",RTE,0.41360458099999997,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",n); ^~~~~~~~~~~~~ 19cse102cie05c.c:11:13: ",RTE,0.41360458099999997,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;b[n]); ^~~~~~~~~~~~~~~~~~ 19cse102cie05c.c:6:5: ",RTE,0.41360458099999997,780
" 'n' is used uninitialized in this function [-Wuninitialized] scanf(""%d"",n); ^~~~~~~~~~~~~ ",RTE,0.41360458099999997,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;N); ^~~~~~~~~~~~~~~ 19cse102cie05c.c:9:9: ",AC,0.034943048000000004,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;arr[i]); ^~~~~~~~~~~~~~~~~~~~ ",AC,0.034943048000000004,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:8:5: ",AC,0.029777561,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.029777561,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"" ,&amp;n); ^~~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",AC,0.030696603000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.030696603000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:8:9: ",AC,0.032349548,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.032349548,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;N); ^~~~~~~~~~~~~~~ 19cse102cie06c.c:9:9: ",AC,0.028661844,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;arr[i]); ^~~~~~~~~~~~~~~~~~~~ ",AC,0.028661844,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:9:10: ",WA,0.028871873,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;A[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.028871873,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:9:10: ",AC,0.029911452,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;A[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.029911452,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:9: ",AC,0.034813293,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;a[i]); ^~~~~~~~~~~~~~~~~~ 19cse102cie05c.c:4:5: ",AC,0.034813293,780
" 'n' is used uninitialized in this function [-Wuninitialized] int n,a[n]; ^~~ ",AC,0.034813293,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:9:9: ",AC,0.029809101999999997,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.029809101999999997,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"",&amp;n); ^~~~~~~~~~~~~~~~ 19cse102cie05c.c:8:9: ",AC,0.028577632999999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"",&amp;a[i]); ^~~~~~~~~~~~~~~~~~~ ",AC,0.028577632999999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:9:9: ",AC,0.032041804,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.032041804,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"",&amp;n); ^~~~~~~~~~~~~~~~ 19cse102cie05c.c:9:10: ",AC,0.030442432,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"",&amp;A[i]); ^~~~~~~~~~~~~~~~~~~ ",AC,0.030442432,780
 unused variable 'i' [-Wunused-variable] int i; ^ 19cse102cie05c.c:8:6: ,WA,0.029686043000000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;a[i]); ^~~~~~~~~~~~~~~~~~ ",WA,0.029686043000000002,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ 19cse102cie05c.c:11:13: ",WA,0.031327331,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;b[n]); ^~~~~~~~~~~~~~~~~~ ",WA,0.031327331,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:8:9: ",AC,0.030509265,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;a[i]); ^~~~~~~~~~~~~~~~~~ 19cse102cie06c.c:4:5: ",AC,0.030509265,780
" 'n' is used uninitialized in this function [-Wuninitialized] int n,a[n]; ^~~ ",AC,0.030509265,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:9:12: ",AC,0.029116881,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;array[i]); ^~~~~~~~~~~~~~~~~~~~~ ",AC,0.029116881,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:9:12: ",AC,0.032739142,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;array[i]); ^~~~~~~~~~~~~~~~~~~~~ ",AC,0.032739142,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:9: ",WA,0.036093408,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.036093408,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:9: ",AC,0.02864655,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.02864655,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ 19cse102cie05c.c:11:11: ",WA,0.012973376,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;a[n]); ^~~~~~~~~~~~~~~~~~ ",WA,0.012973376,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ 19cse102cie05c.c:11:11: ",WA,0.036712247,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;a[i]); ^~~~~~~~~~~~~~~~~~ ",WA,0.036712247,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:1: ",AC,0.042412351,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.042412351,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;n); ^~~~~~~~~~~~~~~ 19cse102cie06c.c:9:11: ",AC,0.038303941,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"", &amp;a[i]); ^~~~~~~~~~~~~~~~~~ ",AC,0.038303941,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",AC,0.033204812,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.033204812,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"", &amp;n); ^~~~~~~~~~~~~~~~~ 19cse102cie05c.c:10:11: ",WA,0.032714125,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"", &amp;a[i]); ^~~~~~~~~~~~~~~~~~~~ ",WA,0.032714125,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",AC,0.034401868,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.034401868,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"", &amp;n); ^~~~~~~~~~~~~~~~~ 19cse102cie05c.c:9:11: ",AC,0.038194474,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d\n"", &amp;a[i]); ^~~~~~~~~~~~~~~~~~~~ ",AC,0.038194474,780
 unused variable 'a' [-Wunused-variable] int a[n]; ^ 19cse102cie05c.c:4:11: ,WA,0.030988057,780
" unused variable 'j' [-Wunused-variable] int i,j,n; ^ 19cse102cie05c.c:5:5: ",WA,0.030988057,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:9:5: ",WA,0.030988057,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;i); ^~~~~~~~~~~~~~ ",WA,0.030988057,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:9: ",AC,0.035873250999999995,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.035873250999999995,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",WA,0.03029387,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.03029387,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",AC,0.009896535,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"" ,&amp;a[i]); ^~~~~~~~~~~~~~~~~~ ",AC,0.009896535,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:9: ",AC,0.033524131,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.033524131,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"" ,&amp;n); ^~~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",AC,0.030412006,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"" ,&amp;a[i]);} ^~~~~~~~~~~~~~~~~~ ",AC,0.030412006,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:8:5: ",AC,0.036184437,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.036184437,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",WA,0.009378855,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.009378855,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",AC,0.035349563,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.035349563,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:9: ",AC,0.03253429,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.03253429,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",AC,0.053088138,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.053088138,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",AC,0.030749825,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.030749825,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:9: ",AC,0.031826426,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.031826426,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:9:5: ",WA,0.029764364,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.029764364,780
" this 'for' clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;=n-1;i++);{ ^~~ 19cse102cie05c.c:6:25: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the 'for' for(i=0;i&lt;=n-1;i++);{ ^ 19cse102cie05c.c:9:9: ",WA,0.031041808,780
" this 'for' clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;=n-1;i++);{ ^~~ 19cse102cie05c.c:9:29: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the 'for' for(i=0;i&lt;=n-1;i++);{ ^ 19cse102cie05c.c:4:5: ",WA,0.031041808,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:5: ",WA,0.031041808,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.031041808,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:9:5: ",AC,0.008871413,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.008871413,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:9:5: ",AC,0.029810665,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.029810665,780
" this 'for' clause does not guard... [-Wmisleading-indentation] for(i=0;i&lt;=n-1;i++);{ ^~~ 19cse102cie05c.c:9:29: note: ...this statement, but the latter is misleadingly indented as if it were guarded by the 'for' for(i=0;i&lt;=n-1;i++);{ ^ 19cse102cie05c.c:4:5: ",WA,0.030964867,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:5: ",WA,0.030964867,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.030964867,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:5: ",AC,0.032108948,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.032108948,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:5: ",AC,0.030814511000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.030814511000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:5: ",AC,0.029961285,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.029961285,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:8:5: ",AC,0.029761664,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.029761664,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:8:5: ",AC,0.029707306000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.029707306000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:5: ",AC,0.032298359,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.032298359,780
" format '%d' expects argument of type 'int *', but argument 2 has type 'int (*)[(sizetype)(n)]' [-Wformat=] scanf(""%d"",&amp;a); ~^ ~~ 19cse102cie05c.c:4:5: ",WA,0.034554112,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",WA,0.034554112,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a); ^~~~~~~~~~~~~~ ",WA,0.034554112,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",AC,0.033451115000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.033451115000000003,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:5: ",AC,0.028744792999999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.028744792999999998,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:5: ",AC,0.034785898,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.034785898,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"" ,&amp;n); ^~~~~~~~~~~~~~~ 19cse102cie06c.c:7:1: ",AC,0.029985494,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"" ,&amp;a[i]);} ^~~~~~~~~~~~~~~~~~ ",AC,0.029985494,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:5: ",AC,0.033165352999999995,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.033165352999999995,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:5: ",WA,0.033386858,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",WA,0.033386858,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie06c.c:7:5: ",AC,0.040253793999999996,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.040253793999999996,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;n); ^~~~~~~~~~~~~~ 19cse102cie05c.c:7:9: ",AC,0.031118154,780
" ignoring return value of 'scanf', declared with attribute warn_unused_result [-Wunused-result] scanf(""%d"",&amp;a[i]); ^~~~~~~~~~~~~~~~~ ",AC,0.031118154,780
